remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
1.51,0.37,15.22,0.73,0.26,1.4,0.82,4.0,1.0,171.4,0.58,0.212,13,3,0.838,0.547,0.921,0.0,0.563,70.8,0.536
2.57,1.46,10.93,0.49,1.78,3.06,1.0,2.0,0.95,60.93,0.99,0.439,18,12,0.941,0.54,0.783,1.0,0.5,59.9,0.544
2.06,3.21,7.7,0.37,0.88,2.86,0.35,8.0,0.55,108.84,0.64,0.074,6,11,0.605,0.082,0.889,1.0,0.844,60.0,0.657
1.18,3.61,3.33,0.12,0.5,2.51,0.58,6.0,0.88,81.35,0.67,0.492,8,5,0.749,0.151,0.804,0.0,0.404,65.9,0.499
4.31,3.71,14.73,0.66,2.94,4.27,0.82,4.0,1.0,156.31,0.76,0.888,16,5,0.492,0.903,0.814,0.0,0.426,53.4,0.325
7.3,3.57,2.27,0.1,6.11,16.22,0.82,4.0,1.0,79.5,1.0,0.646,9,6,0.933,0.914,0.439,1.0,0.701,55.0,0.535
10.58,0.16,12.61,0.53,9.14,12.02,0.35,8.0,0.55,22.03,0.62,0.588,4,2,0.748,0.101,0.566,1.0,0.903,39.4,0.538
0.77,2.46,2.59,0.11,-0.18,1.67,0.35,8.0,0.55,8.9,0.95,0.365,8,1,0.845,0.921,0.92,0.0,0.563,46.3,0.29
9.92,6.04,17.5,0.86,8.55,8.2,0.35,8.0,0.55,134.38,0.9,0.355,14,10,0.792,0.188,0.523,1.0,0.817,44.6,0.571
3.0,0.39,5.6,0.24,2.39,5.08,1.0,2.0,0.95,153.53,0.95,0.078,7,4,0.894,0.249,0.665,1.0,0.794,64.6,0.648
7.43,1.13,0.55,0.03,6.65,19.55,0.35,8.0,0.55,33.61,0.94,0.608,12,6,0.537,0.894,0.834,0.0,0.53,39.5,0.27
6.48,2.87,12.2,0.59,5.29,6.89,0.82,4.0,1.0,5.57,0.9,0.779,1,8,0.933,0.647,0.749,0.0,0.491,44.3,0.407
4.23,2.52,6.28,0.31,3.27,6.41,0.58,6.0,0.88,122.54,0.92,0.427,4,1,0.721,0.662,0.889,1.0,0.704,61.2,0.519
2.83,0.77,4.98,0.23,2.11,4.88,1.0,2.0,0.95,118.79,0.98,0.669,7,3,0.724,0.24,0.433,1.0,0.766,70.7,0.662
11.47,2.32,7.53,0.34,10.85,16.62,0.35,8.0,0.55,128.04,0.81,0.23,8,11,0.733,0.785,0.926,1.0,0.67,44.5,0.496
2.45,2.1,13.34,0.53,1.19,2.78,0.82,4.0,1.0,164.45,0.98,0.905,3,4,0.638,0.744,0.578,1.0,0.584,71.0,0.567
2.77,1.91,10.5,0.38,2.08,3.79,1.0,2.0,0.95,160.32,0.78,0.874,13,9,0.608,0.054,0.895,0.0,0.975,67.7,0.616
1.95,7.6,3.25,0.17,1.25,3.75,0.35,8.0,0.55,177.62,0.69,0.105,15,5,0.561,0.774,0.734,0.0,0.658,63.7,0.392
7.41,3.58,17.38,0.8,6.33,6.44,0.35,8.0,0.55,37.5,0.72,0.063,11,9,0.551,0.677,0.763,0.0,0.493,38.3,0.302
2.33,1.32,3.01,0.11,1.72,5.07,1.0,2.0,0.95,53.77,0.88,0.617,11,7,0.921,0.995,0.599,1.0,0.576,62.9,0.563
0.56,2.01,17.73,0.88,-0.59,0.46,0.35,8.0,0.55,91.82,0.61,0.726,2,7,0.915,0.256,0.71,0.0,0.724,43.2,0.265
0.6,0.3,8.0,0.42,-0.28,0.78,1.0,2.0,0.95,126.93,0.64,0.701,1,5,0.673,0.101,0.702,0.0,0.614,64.8,0.467
1.81,1.74,8.96,0.37,0.53,2.51,1.0,2.0,0.95,150.01,0.99,0.39,14,5,0.535,0.548,0.928,1.0,0.558,63.5,0.576
4.65,1.49,2.68,0.14,3.83,9.49,1.0,2.0,0.95,130.79,0.6,0.293,8,8,0.974,0.296,0.669,0.0,0.862,66.8,0.562
7.68,2.1,13.29,0.7,6.09,7.31,0.58,6.0,0.88,10.17,0.93,0.68,6,6,0.639,0.438,0.761,0.0,0.585,40.4,0.318
11.08,2.43,6.94,0.26,9.89,18.16,0.35,8.0,0.55,117.49,0.91,0.157,2,3,0.505,0.911,0.68,1.0,0.464,28.8,0.339
4.79,1.94,13.09,0.49,3.64,5.7,1.0,2.0,0.95,88.89,0.95,0.469,3,5,0.797,0.012,0.904,0.0,0.966,60.7,0.51
2.58,1.61,8.67,0.35,1.43,3.69,1.0,2.0,0.95,28.46,0.92,0.897,2,1,0.791,0.157,0.892,1.0,0.898,62.6,0.617
2.72,1.26,9.12,0.39,1.76,3.68,0.82,4.0,1.0,147.44,0.59,0.472,15,2,0.904,0.447,0.469,1.0,0.82,63.9,0.577
3.22,0.05,1.64,0.07,2.37,7.67,1.0,2.0,0.95,56.22,0.78,0.247,15,6,0.643,0.054,0.529,1.0,0.559,67.1,0.633
6.9,0.8,13.67,0.68,5.68,6.7,0.58,6.0,0.88,149.72,0.98,0.327,17,6,0.822,0.046,0.495,0.0,0.868,53.2,0.473
5.94,1.28,16.74,0.76,4.54,5.35,0.58,6.0,0.88,141.09,0.87,0.152,14,1,0.941,0.837,0.742,1.0,0.638,47.2,0.46
0.4,6.49,9.96,0.45,-0.8,0.5,0.35,8.0,0.55,166.54,0.9,0.915,6,12,0.882,0.104,0.781,1.0,0.668,54.1,0.496
2.31,4.24,17.47,0.78,1.17,2.04,0.82,4.0,1.0,75.47,0.87,0.761,10,12,0.74,0.314,0.827,0.0,0.477,69.3,0.473
8.78,0.92,12.79,0.46,7.92,10.84,0.58,6.0,0.88,98.56,0.84,0.725,12,9,0.705,0.571,0.787,1.0,0.775,54.2,0.533
9.36,4.62,0.45,0.02,8.52,25.3,0.35,8.0,0.55,37.58,0.89,0.203,10,11,0.583,0.839,0.801,1.0,0.479,38.1,0.389
1.49,7.65,13.31,0.5,0.11,1.75,0.35,8.0,0.55,101.91,0.66,0.795,10,12,0.802,0.926,0.625,1.0,0.958,48.6,0.512
4.79,3.45,15.66,0.6,3.17,5.04,0.82,4.0,1.0,127.42,0.84,0.767,18,12,0.77,0.776,0.959,1.0,0.633,65.4,0.496
5.61,0.57,0.73,0.04,5.1,14.38,0.82,4.0,1.0,30.65,0.93,0.055,15,12,0.947,0.04,0.939,0.0,0.837,63.0,0.568
4.84,3.8,6.45,0.25,4.07,8.07,0.58,6.0,0.88,41.15,0.63,0.115,17,3,0.67,0.537,0.453,0.0,0.907,51.5,0.41
2.35,4.98,9.55,0.34,1.06,3.41,0.58,6.0,0.88,176.64,0.55,0.685,15,4,0.929,0.614,0.76,0.0,0.78,66.2,0.529
2.34,1.21,5.09,0.19,1.2,4.33,1.0,2.0,0.95,68.74,0.91,0.473,2,5,0.926,0.193,0.698,0.0,0.455,72.6,0.528
3.58,0.5,11.33,0.56,2.19,3.93,1.0,2.0,0.95,150.75,0.64,0.837,14,11,0.883,0.072,0.798,0.0,0.639,62.9,0.457
1.27,0.59,1.27,0.05,0.2,3.18,1.0,2.0,0.95,74.56,0.75,0.434,11,1,0.656,0.118,0.403,0.0,0.826,77.7,0.608
2.19,1.13,5.22,0.21,1.21,3.91,1.0,2.0,0.95,52.11,0.97,0.412,1,8,0.533,0.22,0.833,1.0,0.955,67.2,0.658
9.11,0.12,15.75,0.81,8.01,7.85,0.58,6.0,0.88,103.94,0.73,0.57,3,5,0.561,0.741,0.821,0.0,0.61,44.6,0.357
1.67,2.73,4.55,0.24,0.61,2.83,0.82,4.0,1.0,102.98,0.57,0.763,18,8,0.792,0.073,0.79,1.0,0.412,75.2,0.643
3.62,4.45,4.22,0.2,3.11,6.58,0.58,6.0,0.88,36.44,0.77,0.362,10,12,0.76,0.566,0.611,1.0,0.954,55.6,0.528
5.44,2.84,4.98,0.23,4.38,9.38,0.82,4.0,1.0,61.02,0.77,0.473,10,8,0.742,0.176,0.752,1.0,0.891,58.5,0.602
7.06,4.15,13.09,0.49,5.6,8.4,0.58,6.0,0.88,114.43,0.92,0.6,7,1,0.742,0.543,0.979,1.0,0.762,52.4,0.51
1.58,3.33,1.63,0.08,1.24,3.67,0.58,6.0,0.88,44.52,0.98,0.983,6,9,0.524,0.159,0.728,0.0,0.814,74.4,0.547
5.79,1.06,4.76,0.23,4.74,9.98,0.82,4.0,1.0,94.18,0.91,0.419,15,1,0.471,0.649,0.46,1.0,0.876,60.0,0.561
3.04,1.7,10.58,0.39,2.33,4.11,0.82,4.0,1.0,46.78,0.99,0.262,13,6,0.883,0.345,0.86,0.0,0.666,57.9,0.419
3.0,0.65,2.7,0.14,2.1,6.12,1.0,2.0,0.95,147.42,0.85,0.444,11,12,0.51,0.675,0.678,0.0,0.758,65.2,0.436
4.45,0.75,11.33,0.62,3.09,4.59,0.82,4.0,1.0,11.95,0.67,0.221,13,10,0.964,0.638,0.91,1.0,0.947,49.7,0.528
10.02,1.54,14.95,0.62,8.47,10.33,0.35,8.0,0.55,148.04,0.63,0.677,9,3,0.834,0.343,0.663,0.0,0.495,40.5,0.321
4.09,4.01,12.32,0.47,2.86,4.99,0.82,4.0,1.0,33.58,0.96,0.62,18,9,0.849,0.093,0.782,0.0,0.915,62.8,0.544
4.48,0.43,9.54,0.47,3.08,5.46,0.35,8.0,0.55,142.54,0.72,0.61,4,7,0.521,0.477,0.535,0.0,0.528,49.0,0.384
0.39,3.28,0.13,0.01,-0.31,1.08,0.82,4.0,1.0,68.76,0.64,0.814,14,6,0.506,0.426,0.74,1.0,0.889,72.1,0.567
9.42,2.65,3.67,0.16,8.54,18.47,0.58,6.0,0.88,33.81,0.8,0.51,10,10,0.633,0.705,0.827,0.0,0.821,48.1,0.416
1.07,2.26,14.15,0.54,-0.24,1.2,0.82,4.0,1.0,123.85,0.57,0.42,1,2,0.886,0.472,0.748,0.0,0.39,51.2,0.306
4.08,2.05,7.21,0.29,3.3,6.38,1.0,2.0,0.95,173.51,0.58,0.785,6,11,0.712,0.011,0.893,1.0,0.473,66.5,0.617
4.75,2.98,6.48,0.26,3.41,7.79,0.82,4.0,1.0,17.46,0.67,0.429,13,7,0.761,0.518,0.827,0.0,0.929,53.6,0.471
3.53,5.39,4.07,0.15,2.74,7.06,0.58,6.0,0.88,73.9,0.55,0.216,17,2,0.746,0.503,0.597,0.0,0.856,62.5,0.525
6.7,6.38,10.14,0.39,5.42,9.05,0.58,6.0,0.88,173.1,0.76,0.488,1,8,0.512,0.068,0.768,0.0,0.776,46.7,0.423
5.08,0.11,14.98,0.73,4.02,4.7,0.58,6.0,0.88,121.92,0.92,0.122,6,8,0.616,0.219,0.733,0.0,0.947,51.8,0.516
8.57,2.11,4.36,0.21,7.92,15.3,0.35,8.0,0.55,150.62,0.93,0.388,4,2,0.938,0.676,0.785,0.0,0.831,47.9,0.34
4.49,2.81,16.17,0.6,3.15,4.73,0.35,8.0,0.55,50.9,0.63,0.776,17,5,0.661,0.75,0.474,1.0,0.651,47.7,0.472
9.94,6.84,8.23,0.43,8.82,12.74,0.35,8.0,0.55,58.19,0.55,0.69,13,10,0.503,0.362,0.9,0.0,0.696,39.4,0.373
3.7,3.32,3.79,0.15,2.98,7.4,0.58,6.0,0.88,154.07,0.68,0.221,5,10,0.814,0.814,0.818,0.0,0.7,53.3,0.358
3.73,0.09,7.59,0.39,2.33,5.04,0.82,4.0,1.0,114.26,0.79,0.35,16,5,0.583,0.859,0.428,0.0,0.785,47.9,0.41
9.7,0.89,13.4,0.65,8.49,9.7,0.35,8.0,0.55,101.23,0.91,0.377,14,2,0.636,0.68,0.751,0.0,0.967,40.3,0.35
8.99,3.96,1.41,0.06,8.29,21.93,0.35,8.0,0.55,172.27,0.94,0.659,11,7,0.785,0.572,0.892,0.0,0.4,48.0,0.348
6.85,4.02,7.12,0.26,5.68,11.23,0.58,6.0,0.88,169.1,0.89,0.545,15,7,0.539,0.854,0.473,0.0,0.767,47.4,0.393
1.43,0.9,1.72,0.06,0.72,3.49,1.0,2.0,0.95,11.58,0.9,0.548,3,2,0.589,0.155,0.78,1.0,0.545,64.5,0.572
1.29,3.7,0.51,0.02,0.29,3.49,0.82,4.0,1.0,59.89,0.76,0.976,18,5,0.741,0.135,0.95,0.0,0.722,79.8,0.613
6.19,5.65,5.57,0.26,5.22,10.15,0.35,8.0,0.55,145.24,0.75,0.397,9,3,0.611,0.0,0.873,0.0,0.567,48.0,0.382
10.91,4.22,0.16,0.01,10.4,30.31,0.35,8.0,0.55,43.16,0.55,0.405,14,9,0.682,0.25,0.815,1.0,0.872,47.2,0.487
4.04,3.53,11.04,0.44,3.12,5.11,0.82,4.0,1.0,117.43,0.79,0.305,7,2,0.547,0.29,0.769,1.0,0.521,60.6,0.528
1.13,2.13,0.4,0.01,0.63,3.14,1.0,2.0,0.95,24.26,0.75,0.058,3,3,0.458,0.217,0.644,1.0,0.979,69.1,0.683
1.08,4.97,2.63,0.13,0.37,2.25,0.58,6.0,0.88,98.69,0.63,0.901,9,7,0.889,0.122,0.846,0.0,0.592,77.8,0.535
1.38,1.63,1.69,0.07,0.88,3.29,1.0,2.0,0.95,71.26,0.98,0.939,6,11,0.836,0.745,0.719,0.0,0.51,80.6,0.473
4.8,0.52,2.03,0.08,4.19,11.16,1.0,2.0,0.95,31.79,0.67,0.164,8,1,0.963,0.581,0.801,0.0,0.584,57.4,0.386
3.88,0.78,17.45,0.68,2.9,3.77,1.0,2.0,0.95,65.28,0.62,0.56,4,3,0.709,0.317,0.724,1.0,0.857,58.2,0.542
4.34,1.23,16.18,0.71,3.01,4.09,0.35,8.0,0.55,54.46,0.86,0.23,6,9,0.634,0.732,0.56,0.0,0.393,37.2,0.281
5.31,3.02,13.97,0.61,3.83,5.53,0.58,6.0,0.88,159.16,0.83,0.396,8,6,0.832,0.658,0.713,1.0,0.47,53.3,0.524
4.73,1.45,11.54,0.6,3.44,4.98,0.82,4.0,1.0,13.87,0.93,0.173,2,4,0.507,0.192,0.418,1.0,0.764,46.3,0.554
0.8,1.5,12.92,0.71,-0.94,0.75,0.58,6.0,0.88,118.72,0.97,0.84,15,11,0.482,0.558,0.944,1.0,0.868,58.9,0.355
5.19,4.86,15.02,0.8,3.96,4.51,0.58,6.0,0.88,94.47,0.6,0.269,13,4,0.552,0.657,0.731,0.0,0.702,48.3,0.417
6.52,4.65,7.69,0.4,5.2,8.69,0.58,6.0,0.88,99.89,0.78,0.675,18,10,0.685,0.352,0.583,1.0,0.882,53.7,0.573
5.92,3.74,3.85,0.15,4.73,11.84,0.58,6.0,0.88,47.23,0.98,0.475,13,1,0.835,0.983,0.746,0.0,0.976,48.7,0.355
1.89,1.42,13.89,0.51,0.43,2.2,0.82,4.0,1.0,165.6,0.78,0.592,5,2,0.47,0.356,0.48,1.0,0.91,65.5,0.583
1.19,2.67,16.52,0.65,-0.33,1.19,0.58,6.0,0.88,143.14,0.63,0.834,4,10,0.79,0.037,0.869,1.0,0.399,48.1,0.504
8.4,2.89,16.74,0.87,6.63,6.89,0.58,6.0,0.88,135.09,0.93,0.932,13,1,0.612,0.041,0.713,0.0,0.556,55.4,0.428
11.18,6.64,10.35,0.55,10.01,12.42,0.35,8.0,0.55,141.97,0.62,0.369,16,10,0.845,0.548,0.552,1.0,0.666,43.7,0.431
3.79,0.91,7.12,0.3,2.76,5.83,0.82,4.0,1.0,179.48,0.79,0.28,9,7,0.621,0.924,0.452,1.0,0.617,51.8,0.449
4.31,0.41,6.29,0.24,3.14,7.31,1.0,2.0,0.95,112.93,0.75,0.928,8,4,0.813,0.156,0.823,0.0,0.421,59.3,0.519
6.56,3.62,0.25,0.01,6.21,18.22,0.82,4.0,1.0,82.11,0.56,0.249,18,4,0.558,0.523,0.55,1.0,0.743,65.3,0.604
2.29,2.0,9.48,0.46,1.53,2.83,1.0,2.0,0.95,37.72,0.86,0.308,15,11,0.951,0.067,0.783,1.0,0.894,66.3,0.687
2.93,3.38,17.58,0.93,1.48,2.29,0.35,8.0,0.55,156.29,0.79,0.227,17,8,0.747,0.712,0.423,1.0,0.56,48.4,0.43
6.61,2.38,5.44,0.19,5.34,12.24,0.58,6.0,0.88,51.11,0.58,0.295,13,1,0.95,0.949,0.531,1.0,0.915,48.9,0.429
6.16,5.98,15.71,0.63,4.93,6.29,0.35,8.0,0.55,103.98,0.74,0.347,11,8,0.737,0.207,0.48,0.0,0.893,42.2,0.445
3.42,4.0,13.86,0.56,2.13,3.76,0.82,4.0,1.0,30.13,0.58,0.556,4,3,0.618,0.88,0.822,1.0,0.904,49.9,0.478
8.66,7.24,11.46,0.45,7.83,10.82,0.35,8.0,0.55,35.45,0.61,0.075,9,10,0.751,0.231,0.535,0.0,0.576,38.0,0.371
8.29,3.32,15.34,0.67,7.25,8.13,0.35,8.0,0.55,36.4,0.56,0.776,1,5,0.954,0.223,0.789,0.0,0.827,38.3,0.447
10.02,4.34,5.85,0.26,9.3,16.43,0.35,8.0,0.55,74.07,0.57,0.749,13,12,0.616,0.612,0.831,0.0,0.678,43.0,0.406
4.87,0.58,9.68,0.35,4.24,6.96,1.0,2.0,0.95,70.96,0.89,0.964,7,5,0.683,0.884,0.849,1.0,0.641,52.4,0.492
3.9,1.99,8.34,0.34,3.23,5.65,1.0,2.0,0.95,91.12,0.63,0.606,18,3,0.658,0.323,0.414,1.0,0.722,63.4,0.555
1.36,2.89,11.67,0.46,0.51,1.68,0.35,8.0,0.55,132.52,0.59,0.721,12,2,0.728,0.384,0.859,0.0,0.589,59.8,0.49
5.52,4.37,2.7,0.1,5.02,12.27,0.58,6.0,0.88,128.74,0.74,0.344,15,5,0.782,0.118,0.476,0.0,0.352,56.6,0.393
9.89,4.81,0.1,0.0,9.44,28.26,0.35,8.0,0.55,106.82,0.76,0.44,3,10,0.768,0.245,0.717,0.0,0.381,42.9,0.397
1.1,0.12,10.41,0.43,0.14,1.41,1.0,2.0,0.95,17.61,0.6,0.994,6,11,0.601,0.661,0.806,0.0,0.959,66.6,0.474
0.83,0.69,6.63,0.3,0.22,1.28,1.0,2.0,0.95,78.06,0.8,0.328,5,2,0.818,0.274,0.706,0.0,0.788,74.7,0.505
2.84,1.53,16.81,0.6,1.75,2.99,1.0,2.0,0.95,110.37,0.69,0.549,12,3,0.776,0.496,0.823,1.0,0.66,61.2,0.572
9.31,0.06,0.43,0.02,8.94,25.16,0.58,6.0,0.88,152.96,0.91,0.999,14,1,0.627,0.56,0.77,0.0,0.754,64.5,0.445
1.94,1.14,5.83,0.32,0.79,2.9,1.0,2.0,0.95,62.76,0.88,0.635,1,3,0.553,0.834,0.935,1.0,0.927,63.7,0.575
2.08,4.08,15.57,0.58,0.86,2.24,0.35,8.0,0.55,146.92,0.97,0.103,17,5,0.749,0.678,0.722,0.0,0.481,56.9,0.443
0.96,1.03,15.13,0.71,-0.32,0.91,0.58,6.0,0.88,97.1,0.62,0.625,6,10,0.512,0.782,0.579,1.0,0.797,47.7,0.379
3.01,3.66,5.45,0.23,2.38,5.19,0.82,4.0,1.0,68.61,0.57,0.242,3,8,0.718,0.799,0.925,0.0,0.47,62.3,0.446
7.45,0.99,15.69,0.6,5.8,7.84,0.58,6.0,0.88,122.46,0.61,0.738,15,7,0.828,0.522,0.402,0.0,0.783,49.7,0.365
10.26,0.95,13.79,0.54,9.45,11.53,0.35,8.0,0.55,137.01,0.84,0.249,7,4,0.602,0.532,0.848,0.0,0.522,34.3,0.277
1.41,0.8,5.73,0.3,0.26,2.17,1.0,2.0,0.95,52.42,0.66,0.118,11,9,0.685,0.13,0.673,0.0,0.417,60.0,0.462
5.39,3.93,11.33,0.45,4.31,6.74,0.82,4.0,1.0,65.3,0.7,0.238,18,2,0.966,0.756,0.67,0.0,0.409,56.3,0.414
2.7,1.52,12.78,0.56,1.69,2.97,1.0,2.0,0.95,41.84,0.94,0.636,12,7,0.547,0.917,0.592,1.0,0.636,48.6,0.455
4.73,5.59,5.08,0.24,3.75,8.02,0.58,6.0,0.88,92.42,0.73,0.729,4,6,0.745,0.071,0.575,1.0,0.603,56.4,0.589
7.31,1.72,6.13,0.23,6.33,12.6,0.82,4.0,1.0,141.61,0.75,0.798,18,12,0.575,0.663,0.445,1.0,0.422,57.9,0.487
4.58,0.43,17.21,0.92,3.32,3.61,1.0,2.0,0.95,146.9,0.9,0.41,16,11,0.8,0.091,0.874,0.0,0.827,61.5,0.508
3.92,3.84,3.52,0.14,3.26,8.0,0.58,6.0,0.88,103.51,0.96,0.339,14,12,0.971,0.344,0.452,0.0,0.735,59.7,0.515
0.92,5.95,17.42,0.97,-0.78,0.7,0.58,6.0,0.88,176.21,0.6,0.318,1,4,0.679,0.59,0.763,1.0,0.606,47.6,0.324
3.75,0.87,6.92,0.25,2.54,6.25,0.82,4.0,1.0,29.46,1.0,0.687,5,1,0.488,0.016,0.818,1.0,0.764,65.8,0.592
4.94,1.86,8.21,0.32,3.86,7.37,0.82,4.0,1.0,77.78,0.63,0.534,18,8,0.654,0.226,0.646,0.0,0.714,60.6,0.456
4.11,3.63,6.61,0.24,3.14,6.97,0.58,6.0,0.88,127.47,0.6,0.507,3,3,0.837,0.526,0.898,1.0,0.643,54.1,0.569
1.61,1.41,11.95,0.48,0.3,1.94,1.0,2.0,0.95,97.98,0.81,0.632,11,9,0.863,0.469,0.697,1.0,0.712,67.7,0.577
3.0,0.28,16.61,0.65,1.48,3.0,0.58,6.0,0.88,102.34,0.58,0.5,6,10,0.477,0.99,0.869,0.0,0.531,40.6,0.307
2.66,4.08,4.95,0.24,1.54,4.51,0.58,6.0,0.88,109.48,0.96,0.752,15,6,0.878,0.261,0.806,1.0,0.464,66.6,0.535
5.33,1.33,14.79,0.56,3.88,5.86,1.0,2.0,0.95,75.5,0.72,0.678,6,4,0.756,0.842,0.432,1.0,0.826,45.3,0.426
5.66,4.22,17.07,0.63,4.58,5.78,0.35,8.0,0.55,123.66,0.73,0.299,17,7,0.456,0.927,0.66,1.0,0.956,38.6,0.382
9.1,2.88,16.52,0.62,7.95,9.38,0.58,6.0,0.88,49.54,0.59,0.672,13,8,0.86,0.749,0.826,0.0,0.678,47.0,0.43
5.36,4.46,14.97,0.83,4.2,4.54,0.58,6.0,0.88,20.5,0.75,0.258,10,5,0.552,0.024,0.453,0.0,0.949,47.2,0.491
0.79,1.35,6.77,0.26,-0.27,1.3,1.0,2.0,0.95,144.97,0.63,0.155,6,5,0.606,0.66,0.444,1.0,0.931,57.0,0.493
2.7,5.16,4.99,0.27,1.85,4.35,0.58,6.0,0.88,179.28,0.67,0.822,6,8,0.487,0.979,0.516,1.0,0.462,53.5,0.417
2.79,5.68,16.43,0.65,1.8,2.79,0.35,8.0,0.55,14.98,0.81,0.288,15,1,0.925,0.149,0.771,0.0,0.769,51.8,0.484
6.76,4.56,16.92,0.74,5.4,6.2,0.35,8.0,0.55,152.24,0.9,0.796,18,4,0.452,0.954,0.874,1.0,0.426,37.4,0.446
6.59,2.67,11.38,0.41,5.85,8.67,0.58,6.0,0.88,97.16,0.98,0.126,15,5,0.793,0.177,0.423,1.0,0.766,48.2,0.527
3.6,0.82,1.53,0.06,2.66,8.78,1.0,2.0,0.95,26.91,0.64,0.734,8,8,0.656,0.793,0.773,1.0,0.686,63.9,0.537
0.54,0.17,14.18,0.77,-0.58,0.48,1.0,2.0,0.95,145.66,0.85,0.485,18,3,0.843,0.233,0.442,0.0,0.658,57.3,0.423
1.6,1.44,0.26,0.01,0.57,4.44,1.0,2.0,0.95,148.09,0.59,0.631,3,2,0.511,0.595,0.757,0.0,0.857,74.6,0.562
3.97,8.59,10.37,0.54,2.47,4.46,0.35,8.0,0.55,143.17,0.89,0.613,11,2,0.514,0.141,0.641,1.0,0.699,53.3,0.613
1.04,1.75,11.38,0.52,0.14,1.2,1.0,2.0,0.95,158.57,0.59,0.057,3,12,0.795,0.887,0.641,1.0,0.786,57.2,0.528
4.94,8.26,10.99,0.6,3.94,5.2,0.35,8.0,0.55,90.98,0.98,0.646,10,6,0.672,0.558,0.511,0.0,0.74,50.9,0.471
3.67,2.78,3.75,0.2,3.12,6.67,0.82,4.0,1.0,28.56,0.93,0.916,16,3,0.535,0.923,0.431,1.0,0.53,51.4,0.442
0.83,6.53,16.65,0.84,-0.93,0.7,0.35,8.0,0.55,88.34,0.6,0.9,15,10,0.757,0.419,0.833,1.0,0.495,44.1,0.295
5.62,3.83,6.76,0.33,4.64,8.26,0.82,4.0,1.0,88.22,0.95,0.188,15,3,0.655,0.136,0.817,1.0,0.965,58.6,0.563
1.8,0.29,8.38,0.38,0.52,2.47,1.0,2.0,0.95,41.13,0.68,0.199,6,10,0.964,0.855,0.45,1.0,0.893,53.5,0.504
3.46,6.44,13.25,0.65,2.28,3.46,0.35,8.0,0.55,105.15,0.95,0.612,5,10,0.926,0.418,0.426,1.0,0.812,53.0,0.533
5.69,7.03,14.78,0.66,4.58,5.63,0.35,8.0,0.55,101.41,0.56,0.745,7,3,0.64,0.239,0.979,0.0,0.652,45.2,0.436
5.38,1.05,2.5,0.1,4.87,11.96,1.0,2.0,0.95,157.14,0.83,0.719,1,11,0.487,0.893,0.593,0.0,0.537,53.4,0.398
5.98,0.4,15.86,0.63,5.05,6.1,0.82,4.0,1.0,170.27,0.85,0.894,4,7,0.644,0.619,0.612,0.0,0.758,58.5,0.449
1.34,1.51,9.71,0.4,0.06,1.79,0.82,4.0,1.0,135.91,0.94,0.718,8,6,0.637,0.267,0.795,1.0,0.384,69.8,0.592
2.77,1.19,14.86,0.55,1.59,3.08,1.0,2.0,0.95,67.53,0.85,0.709,3,4,0.923,0.458,0.446,0.0,0.532,63.8,0.417
1.38,1.02,2.71,0.14,0.18,2.82,0.58,6.0,0.88,6.04,0.74,0.698,5,8,0.634,0.444,0.774,1.0,0.469,56.5,0.564
4.12,2.3,11.63,0.55,2.82,4.58,0.58,6.0,0.88,126.04,0.93,0.473,10,10,0.52,0.789,0.5,1.0,0.493,51.4,0.446
1.11,0.66,17.21,0.71,0.01,1.05,1.0,2.0,0.95,97.29,0.63,0.217,5,3,0.576,0.041,0.584,0.0,0.628,62.8,0.473
3.78,2.15,2.66,0.12,2.58,8.04,1.0,2.0,0.95,96.99,0.6,0.074,16,3,0.952,0.928,0.491,1.0,0.758,54.2,0.539
6.07,3.22,16.6,0.78,4.94,5.37,0.82,4.0,1.0,87.26,0.57,0.694,4,5,0.463,0.618,0.528,1.0,0.408,46.7,0.478
5.94,3.39,3.52,0.19,4.78,11.0,0.82,4.0,1.0,122.52,0.98,0.977,13,4,0.71,0.603,0.697,0.0,0.922,64.5,0.441
4.47,3.31,5.12,0.24,3.15,7.58,0.35,8.0,0.55,157.63,0.59,0.741,15,12,0.976,0.804,0.567,1.0,0.809,47.8,0.52
1.09,0.7,17.79,0.77,-0.22,0.97,1.0,2.0,0.95,168.1,0.82,0.407,1,7,0.789,0.273,0.501,1.0,0.797,58.4,0.5
6.3,1.31,8.83,0.34,5.45,9.13,0.82,4.0,1.0,106.17,0.77,0.753,8,1,0.869,0.154,0.574,1.0,0.428,63.5,0.559
3.87,3.04,4.41,0.23,3.15,6.67,0.82,4.0,1.0,178.99,0.58,0.758,16,10,0.681,0.258,0.798,0.0,0.585,67.8,0.448
1.84,0.43,5.75,0.21,1.26,3.29,0.58,6.0,0.88,31.07,0.67,0.449,12,1,0.604,0.53,0.943,0.0,0.833,66.5,0.444
4.24,3.85,14.88,0.6,3.13,4.46,0.82,4.0,1.0,124.01,0.86,0.141,12,3,0.457,0.518,0.616,1.0,0.61,60.2,0.507
1.46,1.01,3.39,0.13,0.56,3.04,0.82,4.0,1.0,149.99,0.79,0.555,18,12,0.851,0.114,0.667,0.0,0.423,70.6,0.462
